Location,Count Date,Day,24 Hr. Total Vol.
LOWRIDGE PLACE E/O SAN FRANCISQUITO CANYON ROAD,11/15/2007 12:00:00 AM,Thur,1909
LOWRIDGE PLACE E/O WILLOW TREE COURT,05/13/2009 12:00:00 AM,Wed,1803
LOWRIDGE PLACE E/O WILLOW TREE COURT,05/12/2009 12:00:00 AM,Tue,1800
LOWRIDGE PLACE E/O WILLOW TREE COURT,05/11/2009 12:00:00 AM,Mon,1799
LOWRIDGE PLACE E/O WILLOW TREE COURT,05/10/2009 12:00:00 AM,Sun,1272
LOWRIDGE PLACE E/O WILLOW TREE COURT,05/09/2009 12:00:00 AM,Sat,1348
LOWRIDGE PLACE E/O WILLOW TREE COURT,05/08/2009 12:00:00 AM,Fri,1965
LOWRIDGE PLACE E/O WILLOW TREE COURT,05/07/2009 12:00:00 AM,Thur,1868
LOWRIDGE PLACE E/O WILLOW TREE COURT,11/15/2007 12:00:00 AM,Thur,1813
MEYLER STREET S/O 2ND STREET,03/01/2008 12:00:00 AM,Sat,497
LOWRIDGE PLACE E/O WILLOW TREE COURT,02/25/2007 12:00:00 AM,Sun,1310
LOWRIDGE PLACE E/O WILLOW TREE COURT,02/24/2007 12:00:00 AM,Sat,1457
LOWRIDGE PLACE E/O WILLOW TREE COURT,02/23/2007 12:00:00 AM,Fri,1830
LOWRIDGE PLACE E/O WILLOW TREE COURT,02/22/2007 12:00:00 AM,Thur,1630
LOWRIDGE PLACE W/O BOXWOOD LANE,06/08/2008 12:00:00 AM,Sun,1417
LAKE HUGHES ROAD E/O CASTAIC ROAD,09/09/2010 12:00:00 AM,Thur,6861
LAKE HUGHES ROAD E/O CASTAIC ROAD,09/08/2010 12:00:00 AM,Wed,6430
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/09/2010 12:00:00 AM,Mon,6247
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/08/2010 12:00:00 AM,Sun,8388
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/07/2010 12:00:00 AM,Sat,8469
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/06/2010 12:00:00 AM,Fri,7331
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/05/2010 12:00:00 AM,Thur,7111
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/04/2010 12:00:00 AM,Wed,6182
LAKE HUGHES ROAD E/O CASTAIC ROAD,02/07/2010 12:00:00 AM,Sun,4764
LAKE HUGHES ROAD E/O CASTAIC ROAD,02/06/2010 12:00:00 AM,Sat,4553
LAKE HUGHES ROAD E/O CASTAIC ROAD,02/05/2010 12:00:00 AM,Fri,5881
LAKE HUGHES ROAD E/O CASTAIC ROAD,02/04/2010 12:00:00 AM,Thur,6206
LAKE HUGHES ROAD E/O CASTAIC ROAD,02/03/2010 12:00:00 AM,Wed,6040
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/11/2010 12:00:00 AM,Mon,6145
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/10/2010 12:00:00 AM,Sun,5438
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/09/2010 12:00:00 AM,Sat,5764
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/08/2010 12:00:00 AM,Fri,6835
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/07/2010 12:00:00 AM,Thur,6347
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/06/2010 12:00:00 AM,Wed,6298
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/09/2009 12:00:00 AM,Mon,5628
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/08/2009 12:00:00 AM,Sun,5397
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/07/2009 12:00:00 AM,Sat,5967
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/06/2009 12:00:00 AM,Fri,6331
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/05/2009 12:00:00 AM,Thur,6192
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/04/2009 12:00:00 AM,Wed,6030
LAKE HUGHES ROAD E/O CASTAIC ROAD,10/14/2009 12:00:00 AM,Wed,6172
LAS VIRGENES ROAD N/O RT 101 N/B ON,09/29/2009 12:00:00 AM,Tue,18797
LAS VIRGENES ROAD N/O RT 101 N/B ON,09/28/2009 12:00:00 AM,Mon,16469
LAS VIRGENES ROAD S/B AGOURA ROAD,06/28/2010 12:00:00 AM,Mon,27061
LAS VIRGENES ROAD S/B AGOURA ROAD,06/27/2010 12:00:00 AM,Sun,24364
LAS VIRGENES ROAD S/B AGOURA ROAD,06/26/2010 12:00:00 AM,Sat,24665
LAS VIRGENES ROAD S/B AGOURA ROAD,06/25/2010 12:00:00 AM,Fri,29842
LAS VIRGENES ROAD S/B AGOURA ROAD,06/24/2010 12:00:00 AM,Thur,28992
LAS VIRGENES ROAD S/B AGOURA ROAD,06/23/2010 12:00:00 AM,Wed,28420
LAS VIRGENES ROAD S/O LAS VIRGENES CANYON ROAD,12/04/2013 12:00:00 AM,Wed,20419
LAS VIRGENES ROAD S/O LAS VIRGENES CANYON ROAD,12/03/2013 12:00:00 AM,Tue,20683
LAS VIRGENES ROAD S/O LAS VIRGENES CANYON ROAD,12/02/2013 12:00:00 AM,Mon,19404
LAS VIRGENES ROAD S/O LAS VIRGENES CANYON ROAD,11/06/2013 12:00:00 AM,Wed,19985
LAS VIRGENES ROAD S/O MULHOLLAND HIGHWAY,11/06/2013 12:00:00 AM,Wed,20412
LAS VIRGENES ROAD S/O MULHOLLAND HIGHWAY,05/02/2011 12:00:00 AM,Mon,26043
LAS VIRGENES ROAD S/O MULHOLLAND HIGHWAY,05/01/2011 12:00:00 AM,Sun,23873
LOBO CANYON ROAD W/O TRIUNFO CANYON ROAD,06/29/2011 12:00:00 AM,Wed,606
LOBO CANYON ROAD W/O TRIUNFO CANYON ROAD,06/28/2011 12:00:00 AM,Tue,591
LOBO CANYON ROAD W/O TRIUNFO CANYON ROAD,06/27/2011 12:00:00 AM,Mon,574
LOBO CANYON ROAD W/O TRIUNFO CANYON ROAD,06/26/2011 12:00:00 AM,Sun,465
117TH STREET W/O HOLMES AVENUE,04/03/2015 12:00:00 AM,Fri,351
HOLMES AVENUE S/O 117TH STREET,04/03/2015 12:00:00 AM,Fri,373
LOBO CANYON ROAD W/O TRIUNFO CANYON ROAD,06/25/2011 12:00:00 AM,Sat,671
LOBO CANYON ROAD W/O TRIUNFO CANYON ROAD,06/24/2011 12:00:00 AM,Fri,664
LOBO CANYON ROAD W/O TRIUNFO CANYON ROAD,06/23/2011 12:00:00 AM,Thur,649
LOBO CANYON ROAD W/O TRIUNFO CANYON ROAD,11/19/2008 12:00:00 AM,Wed,648
LOCH AVON DRIVE W/O MORRILL AVENUE,05/20/2009 12:00:00 AM,Wed,900
LOCH AVON DRIVE W/O NORWALK BOULEVARD,05/25/2010 12:00:00 AM,Tue,1128
LOCH LOMOND DRIVE W/O GRETNA AVENUE,09/12/2011 12:00:00 AM,Mon,280
LOCKHEED AVENUE S/O ORANGE DRIVE,04/06/2010 12:00:00 AM,Tue,2259
LOCKSLEY DRIVE E/O LOTUS AVENUE,10/31/2012 12:00:00 AM,Wed,177
LOCKSLEY DRIVE E/O LOTUS AVENUE,10/30/2012 12:00:00 AM,Tue,188
LOCKSLEY DRIVE E/O LOTUS AVENUE,11/03/2009 12:00:00 AM,Tue,198
LOGANRITA AVENUE N/O BIRCHCROFT STREET,02/06/2008 12:00:00 AM,Wed,109
LOGANRITA AVENUE N/O BIRCHCROFT STREET,02/05/2008 12:00:00 AM,Tue,98
LOHENGRIN STREET W/O MANHATTAN PLACE,01/07/2014 12:00:00 AM,Tue,903
LOHENGRIN STREET W/O RUTHELEN STREET,05/21/2014 12:00:00 AM,Wed,811
LOHENGRIN STREET W/O RUTHELEN STREET,05/20/2014 12:00:00 AM,Tue,752
LOHENGRIN STREET W/O WESTERN AVENUE,05/21/2014 12:00:00 AM,Wed,1244
LOHENGRIN STREET W/O WESTERN AVENUE,05/20/2014 12:00:00 AM,Tue,1176
LOWRIDGE PLACE W/O BOXWOOD LANE,06/07/2008 12:00:00 AM,Sat,1716
LOWRIDGE PLACE W/O BOXWOOD LANE,06/06/2008 12:00:00 AM,Fri,1843
LOWRIDGE PLACE W/O BOXWOOD LANE,06/05/2008 12:00:00 AM,Thur,1729
LUKAY STREET E/O LELAND AVENUE,10/26/2011 12:00:00 AM,Wed,825
LUKAY STREET E/O LELAND AVENUE,04/29/2009 12:00:00 AM,Wed,933
LUKAY STREET E/O LELAND AVENUE,04/28/2009 12:00:00 AM,Tue,961
LUKAY STREET E/O LELAND AVENUE,04/27/2009 12:00:00 AM,Mon,932
LUKAY STREET W/O LELAND AVENUE,10/30/2011 12:00:00 AM,Sun,459
LUKAY STREET W/O LELAND AVENUE,10/29/2011 12:00:00 AM,Sat,600
LUKAY STREET W/O LELAND AVENUE,10/28/2011 12:00:00 AM,Fri,528
LUKAY STREET W/O LELAND AVENUE,10/27/2011 12:00:00 AM,Thur,507
LUKAY STREET W/O LELAND AVENUE,04/29/2009 12:00:00 AM,Wed,559
LUKAY STREET W/O LELAND AVENUE,04/28/2009 12:00:00 AM,Tue,539
LUKAY STREET W/O LELAND AVENUE,04/27/2009 12:00:00 AM,Mon,538
LYMAN AVENUE N/O ADAMS PARK DRIVE,07/01/2007 12:00:00 AM,Sun,746
LYMAN AVENUE N/O ADAMS PARK DRIVE,06/30/2007 12:00:00 AM,Sat,842
NEWBURGH STREET W/O CLYDEBANK AVENUE,04/03/2015 12:00:00 AM,Fri,399
LYMAN AVENUE N/O ADAMS PARK DRIVE,06/29/2007 12:00:00 AM,Fri,862
LYMAN AVENUE N/O ADAMS PARK DRIVE,06/28/2007 12:00:00 AM,Thur,851
LYMAN AVENUE S/O ADAMS PARK DRIVE,07/01/2007 12:00:00 AM,Sun,511
LYMAN AVENUE S/O ADAMS PARK DRIVE,06/30/2007 12:00:00 AM,Sat,561
LYMAN AVENUE S/O ADAMS PARK DRIVE,06/29/2007 12:00:00 AM,Fri,613
LYMAN AVENUE S/O ADAMS PARK DRIVE,06/28/2007 12:00:00 AM,Thur,581
LAKE HUGHES ROAD E/O CASTAIC ROAD,10/13/2009 12:00:00 AM,Tue,6161
LAKE HUGHES ROAD E/O CASTAIC ROAD,10/12/2009 12:00:00 AM,Mon,6270
LAKE HUGHES ROAD E/O CASTAIC ROAD,10/11/2009 12:00:00 AM,Sun,6089
LAKE HUGHES ROAD E/O CASTAIC ROAD,10/10/2009 12:00:00 AM,Sat,8934
LAKE HUGHES ROAD E/O CASTAIC ROAD,10/09/2009 12:00:00 AM,Fri,7028
LAKE HUGHES ROAD E/O CASTAIC ROAD,10/08/2009 12:00:00 AM,Thur,5594
LAKE HUGHES ROAD E/O CASTAIC ROAD,10/07/2009 12:00:00 AM,Wed,5636
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/10/2009 12:00:00 AM,Sun,8006
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/09/2009 12:00:00 AM,Sat,8567
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/08/2009 12:00:00 AM,Fri,8373
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/07/2009 12:00:00 AM,Thur,7223
BRIGGS AVENUE N/O PROSPECT AVENUE,04/03/2015 12:00:00 AM,Fri,1778
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/06/2009 12:00:00 AM,Wed,7451
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/14/2009 12:00:00 AM,Tue,6870
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/13/2009 12:00:00 AM,Mon,7121
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/12/2009 12:00:00 AM,Sun,7924
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/11/2009 12:00:00 AM,Sat,7184
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/10/2009 12:00:00 AM,Fri,6555
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/09/2009 12:00:00 AM,Thur,6373
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/08/2009 12:00:00 AM,Wed,5957
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/09/2008 12:00:00 AM,Sun,5799
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/08/2008 12:00:00 AM,Sat,6481
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/07/2008 12:00:00 AM,Fri,6914
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/06/2008 12:00:00 AM,Thur,6712
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/05/2008 12:00:00 AM,Wed,6152
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/04/2008 12:00:00 AM,Tue,6612
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/13/2008 12:00:00 AM,Tue,8331
LAS VIRGENES ROAD S/O MULHOLLAND HIGHWAY,04/30/2011 12:00:00 AM,Sat,24738
LAS VIRGENES ROAD S/O MULHOLLAND HIGHWAY,04/29/2011 12:00:00 AM,Fri,30599
LAS VIRGENES ROAD S/O MULHOLLAND HIGHWAY,04/28/2011 12:00:00 AM,Thur,29617
LAS VIRGENES ROAD S/O MULHOLLAND HIGHWAY,04/27/2011 12:00:00 AM,Wed,29147
LAS VIRGENES ROAD S/O MULHOLLAND HIGHWAY,04/26/2011 12:00:00 AM,Tue,26912
LAS VIRGENES ROAD S/O MULHOLLAND HIGHWAY,09/29/2009 12:00:00 AM,Tue,21381
LAS VIRGENES ROAD S/O MULHOLLAND HIGHWAY,09/28/2009 12:00:00 AM,Mon,20923
LASHBROOK AVENUE N/O GARVEY AVENUE,03/15/2010 12:00:00 AM,Mon,3951
LATIGO CANYON ROAD E/O KANAN DUME ROAD,07/22/2009 12:00:00 AM,Wed,586
LATIGO CANYON ROAD N/O OCEAN VIEW DRIVE,07/18/2010 12:00:00 AM,Sun,585
LATIGO CANYON ROAD N/O OCEAN VIEW DRIVE,07/17/2010 12:00:00 AM,Sat,568
LATIGO CANYON ROAD N/O OCEAN VIEW DRIVE,07/16/2010 12:00:00 AM,Fri,1106
LATIGO CANYON ROAD N/O OCEAN VIEW DRIVE,07/15/2010 12:00:00 AM,Thur,481
LATIGO CANYON ROAD N/O OCEAN VIEW DRIVE,07/14/2010 12:00:00 AM,Wed,327
LATIGO CANYON ROAD N/O OCEAN VIEW DRIVE,07/13/2010 12:00:00 AM,Tue,287
LATIGO CANYON ROAD N/O OCEAN VIEW DRIVE,07/12/2010 12:00:00 AM,Mon,263
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,09/03/2007 12:00:00 AM,Mon,1505
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,09/02/2007 12:00:00 AM,Sun,1489
MEYLER STREET S/O 2ND STREET,02/29/2008 12:00:00 AM,Fri,513
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,09/01/2007 12:00:00 AM,Sat,1686
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,08/31/2007 12:00:00 AM,Fri,1866
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,08/30/2007 12:00:00 AM,Thur,1861
LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,08/28/2007 12:00:00 AM,Tue,1950
LOMA ALTA DRIVE E/O LINCOLN AVENUE,10/13/2008 12:00:00 AM,Mon,2431
LOMA ALTA DRIVE E/O LINCOLN AVENUE,10/12/2008 12:00:00 AM,Sun,2120
LOMA ALTA DRIVE E/O LINCOLN AVENUE,10/11/2008 12:00:00 AM,Sat,2809
LOMA ALTA DRIVE E/O LINCOLN AVENUE,10/10/2008 12:00:00 AM,Fri,2652
LOMA ALTA DRIVE E/O LINCOLN AVENUE,10/09/2008 12:00:00 AM,Thur,2624
LOMA ALTA DRIVE E/O LINCOLN AVENUE,10/08/2008 12:00:00 AM,Wed,2579
LOMA ALTA DRIVE E/O LINCOLN AVENUE,10/07/2008 12:00:00 AM,Tue,2747
LOMA ALTA DRIVE E/O LOMA VIEW DRIVE,03/21/2010 12:00:00 AM,Sun,1634
LOMA ALTA DRIVE E/O LOMA VIEW DRIVE,03/20/2010 12:00:00 AM,Sat,1983
LOMA ALTA DRIVE E/O LOMA VIEW DRIVE,03/19/2010 12:00:00 AM,Fri,1919
LOMA ALTA DRIVE E/O LOMA VIEW DRIVE,03/18/2010 12:00:00 AM,Thur,1933
LOMA ALTA DRIVE E/O LOMA VIEW DRIVE,03/17/2010 12:00:00 AM,Wed,1913
LOMA ALTA DRIVE E/O MARENGO AVENUE,06/11/2013 12:00:00 AM,Tue,1547
BRIGGS AVENUE S/O PROSPECT AVENUE,04/03/2015 12:00:00 AM,Fri,1803
LOMA ALTA DRIVE E/O MARENGO AVENUE,03/17/2010 12:00:00 AM,Wed,1864
LOMA ALTA DRIVE E/O MC NALLY AVENUE,10/20/2008 12:00:00 AM,Mon,1819
LOMA ALTA DRIVE E/O MC NALLY AVENUE,10/19/2008 12:00:00 AM,Sun,1533
LOMA ALTA DRIVE E/O MC NALLY AVENUE,10/18/2008 12:00:00 AM,Sat,1701
LOMA ALTA DRIVE E/O MC NALLY AVENUE,10/17/2008 12:00:00 AM,Fri,2029
LOMA ALTA DRIVE E/O MC NALLY AVENUE,10/16/2008 12:00:00 AM,Thur,2012
HASLEY CANYON ROAD E/O THE OLD ROAD,05/05/2007 12:00:00 AM,Sat,22459
HASLEY CANYON ROAD E/O THE OLD ROAD,05/04/2007 12:00:00 AM,Fri,27784
HASLEY CANYON ROAD E/O THE OLD ROAD,05/03/2007 12:00:00 AM,Thur,26253
HASLEY CANYON ROAD E/O THE OLD ROAD,05/02/2007 12:00:00 AM,Wed,26404
HASLEY CANYON ROAD E/O THE OLD ROAD,01/08/2007 12:00:00 AM,Mon,22206
HASLEY CANYON ROAD E/O THE OLD ROAD,01/07/2007 12:00:00 AM,Sun,16016
HASLEY CANYON ROAD E/O THE OLD ROAD,01/06/2007 12:00:00 AM,Sat,19271
HASLEY CANYON ROAD E/O THE OLD ROAD,01/05/2007 12:00:00 AM,Fri,23242
HASLEY CANYON ROAD E/O THE OLD ROAD,01/04/2007 12:00:00 AM,Thur,23450
HASLEY CANYON ROAD E/O THE OLD ROAD,01/03/2007 12:00:00 AM,Wed,23485
HASLEY CANYON ROAD W/O ARROYO OAK LANE,11/09/2011 12:00:00 AM,Wed,2856
HASLEY CANYON ROAD W/O COMMERCE CENTER DRIVE,12/30/2012 12:00:00 AM,Sun,4365
HASLEY CANYON ROAD W/O COMMERCE CENTER DRIVE,12/29/2012 12:00:00 AM,Sat,4880
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/12/2008 12:00:00 AM,Mon,8598
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/11/2008 12:00:00 AM,Sun,9055
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/10/2008 12:00:00 AM,Sat,8313
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/09/2008 12:00:00 AM,Fri,8574
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/08/2008 12:00:00 AM,Thur,7642
LAKE HUGHES ROAD E/O CASTAIC ROAD,05/07/2008 12:00:00 AM,Wed,7601
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/07/2008 12:00:00 AM,Mon,6552
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/06/2008 12:00:00 AM,Sun,7382
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/05/2008 12:00:00 AM,Sat,7886
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/04/2008 12:00:00 AM,Fri,7328
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/03/2008 12:00:00 AM,Thur,6709
LAKE HUGHES ROAD E/O CASTAIC ROAD,04/02/2008 12:00:00 AM,Wed,6703
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/07/2008 12:00:00 AM,Mon,7904
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/06/2008 12:00:00 AM,Sun,6970
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/05/2008 12:00:00 AM,Sat,6237
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/04/2008 12:00:00 AM,Fri,5804
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/03/2008 12:00:00 AM,Thur,6027
LAKE HUGHES ROAD E/O CASTAIC ROAD,01/02/2008 12:00:00 AM,Wed,6306
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/13/2007 12:00:00 AM,Tue,6879
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/12/2007 12:00:00 AM,Mon,6220
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/11/2007 12:00:00 AM,Sun,6151
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/10/2007 12:00:00 AM,Sat,6657
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/09/2007 12:00:00 AM,Fri,7560
LAKE HUGHES ROAD E/O CASTAIC ROAD,11/08/2007 12:00:00 AM,Thur,7303
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/13/2007 12:00:00 AM,Mon,7502
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/12/2007 12:00:00 AM,Sun,9802
LATIGO CANYON ROAD S/O OCEAN VIEW DRIVE,07/18/2010 12:00:00 AM,Sun,753
LATIGO CANYON ROAD S/O OCEAN VIEW DRIVE,07/17/2010 12:00:00 AM,Sat,776
LATIGO CANYON ROAD S/O OCEAN VIEW DRIVE,07/16/2010 12:00:00 AM,Fri,1294
LATIGO CANYON ROAD S/O OCEAN VIEW DRIVE,07/15/2010 12:00:00 AM,Thur,851
LATIGO CANYON ROAD S/O OCEAN VIEW DRIVE,07/14/2010 12:00:00 AM,Wed,793
LATIGO CANYON ROAD S/O OCEAN VIEW DRIVE,07/13/2010 12:00:00 AM,Tue,810
LATIGO CANYON ROAD S/O OCEAN VIEW DRIVE,07/12/2010 12:00:00 AM,Mon,768
LATIGO CANYON ROAD S/O OCEAN VIEW DRIVE,07/19/2009 12:00:00 AM,Sun,775
LATIGO CANYON ROAD S/O OCEAN VIEW DRIVE,07/18/2009 12:00:00 AM,Sat,806
LATIGO CANYON ROAD S/O OCEAN VIEW DRIVE,07/17/2009 12:00:00 AM,Fri,833
LATIGO CANYON ROAD S/O OCEAN VIEW DRIVE,07/16/2009 12:00:00 AM,Thur,850
LOMA ALTA DRIVE E/O MC NALLY AVENUE,10/15/2008 12:00:00 AM,Wed,1919
LOMA ALTA DRIVE E/O MC NALLY AVENUE,10/14/2008 12:00:00 AM,Tue,2013
LOMA ALTA DRIVE E/O MCNALLY AVENUE,06/06/2013 12:00:00 AM,Thur,1938
LOMA ALTA DRIVE E/O PARKMAN STREET,03/17/2010 12:00:00 AM,Wed,1961
LOMA ALTA DRIVE E/O STONEHILL DRIVE,11/16/2008 12:00:00 AM,Sun,678
LOMA ALTA DRIVE E/O STONEHILL DRIVE,11/15/2008 12:00:00 AM,Sat,904
LOMA ALTA DRIVE E/O STONEHILL DRIVE,11/14/2008 12:00:00 AM,Fri,955
LOMA ALTA DRIVE E/O STONEHILL DRIVE,11/13/2008 12:00:00 AM,Thur,1065
LOMA ALTA DRIVE E/O SUNNY OAKS CIRCLE (S),11/18/2008 12:00:00 AM,Tue,806
LOMA ALTA DRIVE E/O SUNNY OAKS CIRCLE (S),11/17/2008 12:00:00 AM,Mon,751
LOMA ALTA DRIVE E/O SUNNY OAKS CIRCLE N,11/16/2008 12:00:00 AM,Sun,424
LOMA ALTA DRIVE E/O SUNNY OAKS CIRCLE N,11/15/2008 12:00:00 AM,Sat,546
LOMA ALTA DRIVE E/O SUNNY OAKS CIRCLE N,11/14/2008 12:00:00 AM,Fri,530
LOMA ALTA DRIVE E/O SUNNY OAKS CIRCLE N,11/13/2008 12:00:00 AM,Thur,630
LOMA ALTA DRIVE E/O SUNSET RIDGE ROAD,08/18/2013 12:00:00 AM,Sun,1812
LOMA ALTA DRIVE E/O SUNSET RIDGE ROAD,08/17/2013 12:00:00 AM,Sat,2200
LOMA ALTA DRIVE E/O SUNSET RIDGE ROAD,08/16/2013 12:00:00 AM,Fri,2153
LOMA ALTA DRIVE E/O SUNSET RIDGE ROAD,08/15/2013 12:00:00 AM,Thur,2294
LOMA ALTA DRIVE N/O PINECREST DRIVE,11/16/2008 12:00:00 AM,Sun,358
LOMA ALTA DRIVE N/O PINECREST DRIVE,11/15/2008 12:00:00 AM,Sat,463
LOMA ALTA DRIVE N/O PINECREST DRIVE,11/14/2008 12:00:00 AM,Fri,724
LOMA ALTA DRIVE N/O PINECREST DRIVE,11/13/2008 12:00:00 AM,Thur,693
LOMA ALTA DRIVE W/O ALLEN AVENUE,11/16/2008 12:00:00 AM,Sun,305
LOMA ALTA DRIVE W/O ALLEN AVENUE,11/15/2008 12:00:00 AM,Sat,358
LOMA ALTA DRIVE W/O ALLEN AVENUE,11/14/2008 12:00:00 AM,Fri,499
HASLEY CANYON ROAD W/O COMMERCE CENTER DRIVE,12/28/2012 12:00:00 AM,Fri,5857
HASLEY CANYON ROAD W/O COMMERCE CENTER DRIVE,12/27/2012 12:00:00 AM,Thur,5780
HASLEY CANYON ROAD W/O COMMERCE DRIVE,02/20/2012 12:00:00 AM,Mon,5680
HASLEY CANYON ROAD W/O COMMERCE DRIVE,02/19/2012 12:00:00 AM,Sun,4716
HASLEY CANYON ROAD W/O COMMERCE DRIVE,02/18/2012 12:00:00 AM,Sat,5979
HASLEY CANYON ROAD W/O COMMERCE DRIVE,02/17/2012 12:00:00 AM,Fri,6529
HASLEY CANYON ROAD W/O COMMERCE DRIVE,02/16/2012 12:00:00 AM,Thur,6689
HASLEY CANYON ROAD W/O DEL VALLE ROAD,07/26/2010 12:00:00 AM,Mon,2933
HASLEY CANYON ROAD W/O DEL VALLE ROAD,02/25/2007 12:00:00 AM,Sun,2407
HASLEY CANYON ROAD W/O DEL VALLE ROAD,02/24/2007 12:00:00 AM,Sat,2970
HASLEY CANYON ROAD W/O DEL VALLE ROAD,02/23/2007 12:00:00 AM,Fri,3515
HASLEY CANYON ROAD W/O DEL VALLE ROAD,02/22/2007 12:00:00 AM,Thur,3121
HASLEY CANYON ROAD W/O DEL VALLE ROAD,02/21/2007 12:00:00 AM,Wed,3402
HASLEY CANYON ROAD W/O GIBRALTAR LANE,08/09/2011 12:00:00 AM,Tue,8672
HASLEY CANYON ROAD W/O GILMOUR ROAD,12/30/2012 12:00:00 AM,Sun,179
HASLEY CANYON ROAD W/O GILMOUR ROAD,12/29/2012 12:00:00 AM,Sat,192
HASLEY CANYON ROAD W/O GILMOUR ROAD,12/28/2012 12:00:00 AM,Fri,218
HASLEY CANYON ROAD W/O GILMOUR ROAD,12/27/2012 12:00:00 AM,Thur,233
HASLEY CANYON ROAD W/O GILMOUR ROAD,02/14/2012 12:00:00 AM,Tue,260
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/11/2007 12:00:00 AM,Sat,8881
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/10/2007 12:00:00 AM,Fri,8477
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/09/2007 12:00:00 AM,Thur,8176
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/08/2007 12:00:00 AM,Wed,8301
LAKE HUGHES ROAD E/O CASTAIC ROAD,08/07/2007 12:00:00 AM,Tue,7523
LAKE HUGHES ROAD E/O CASTAIC ROAD,06/11/2007 12:00:00 AM,Mon,5851
LAKE HUGHES ROAD E/O CASTAIC ROAD,06/10/2007 12:00:00 AM,Sun,8576
LAKE HUGHES ROAD E/O CASTAIC ROAD,06/09/2007 12:00:00 AM,Sat,8953
LAKE HUGHES ROAD E/O CASTAIC ROAD,06/08/2007 12:00:00 AM,Fri,10769
LAKE HUGHES ROAD E/O CASTAIC ROAD,06/07/2007 12:00:00 AM,Thur,8944
